OrderID,OrderDate,Region,Product,Category,Quantity,UnitPrice,Sales,Profit,Salesperson,Channel
ORD00127,25-12-2025,South,Phone,Electronics,2,45146,90292,17813,Simran,Offline
ORD00128,13-08-2025,North,Notebook,Stationery,4,69494,277976,23574,Neha,Online
ORD00129,11-04-2025,North,Notebook,Stationery,15,7557,113355,23134,Amit,Online
ORD00130,26-02-2025,North,Phone,Electronics,7,1364,9548,930,Riya,Online
ORD00131,23-12-2025,East,Laptop,Electronics,7,64368,450576,92437,Riya,Online
ORD00132,10-09-2025,North,Pen,Stationery,11,47394,521334,92639,Karan,Offline
ORD00133,31-12-2025,East,Desk,Furniture,9,18065,162585,29972,Karan,Offline
ORD00134,13-02-2025,North,Pen,Stationery,13,2240,29120,3686,Amit,Offline
ORD00135,21-07-2025,East,Phone,Electronics,10,43527,435270,59772,Neha,Online
ORD00136,23-10-2025,East,Pen,Stationery,1,25979,25979,3094,Karan,Offline
ORD00137,10-12-2025,North,Printer,Electronics,3,59180,177540,19107,Simran,Offline
ORD00138,10-06-2025,East,Notebook,Stationery,14,46421,649894,132135,Simran,Online
ORD00139,05-07-2025,West,Chair,Furniture,5,34216,171080,32373,Arjun,Offline
ORD00140,27-09-2025,South,Pen,Stationery,6,66452,398712,82314,Arjun,Offline
ORD00141,10-02-2025,North,Marker,Stationery,7,4225,29575,2972,Neha,Offline
ORD00142,29-03-2025,South,Cabinet,Furniture,2,4587,9174,1429,Riya,Offline
ORD00143,26-02-2025,South,Cabinet,Furniture,1,53585,53585,4863,Amit,Online
ORD00144,20-04-2025,East,Cabinet,Furniture,14,33692,471688,60189,Simran,Online
ORD00145,25-08-2025,North,Marker,Stationery,13,7435,96655,13803,Karan,Online
ORD00146,24-10-2025,South,Chair,Furniture,14,47245,661430,68040,Karan,Offline
ORD00147,12-06-2025,North,Cabinet,Furniture,8,43873,350984,49935,Arjun,Online
ORD00148,09-06-2025,East,Cabinet,Furniture,2,4099,8198,1536,Karan,Online
ORD00149,24-06-2025,West,Pen,Stationery,7,25682,179774,22303,Simran,Online
ORD00150,20-10-2025,West,Cabinet,Furniture,1,57011,57011,7732,Arjun,Online
ORD00151,24-07-2025,North,Chair,Furniture,5,25134,125670,17264,Simran,Offline
ORD00152,04-01-2025,East,Chair,Furniture,12,14451,173412,26078,Riya,Offline
ORD00153,26-11-2025,South,Cabinet,Furniture,12,5568,66816,13213,Arjun,Offline
ORD00154,13-06-2025,South,Notebook,Stationery,2,21502,43004,8821,Arjun,Offline
ORD00155,27-07-2025,North,Printer,Electronics,6,29859,179154,36956,Neha,Offline
ORD00156,14-03-2025,North,Notebook,Stationery,9,64432,579888,88513,Karan,Offline
ORD00157,29-03-2025,South,Desk,Furniture,4,26904,107616,10739,Simran,Offline
ORD00158,09-06-2025,West,Chair,Furniture,8,12135,97080,18906,Karan,Online
ORD00159,09-09-2025,East,Notebook,Stationery,5,41512,207560,28081,Neha,Online
ORD00160,13-01-2025,West,Pen,Stationery,10,16172,161720,17406,Karan,Offline
ORD00161,07-05-2025,West,Cabinet,Furniture,1,54935,54935,8795,Amit,Offline
ORD00162,13-10-2025,West,Pen,Stationery,6,22663,135978,29206,Arjun,Offline
ORD00163,17-08-2025,North,Notebook,Stationery,2,54321,108642,17851,Riya,Offline
ORD00164,09-08-2025,South,Marker,Stationery,5,10813,54065,9169,Riya,Online
ORD00165,05-10-2025,North,Phone,Electronics,6,31153,186918,21574,Amit,Offline
ORD00166,14-11-2025,East,Chair,Furniture,6,17251,103506,12481,Neha,Online
ORD00167,29-12-2025,West,Cabinet,Furniture,5,31259,156295,34363,Riya,Offline
ORD00168,26-09-2025,East,Notebook,Stationery,15,62037,930555,174219,Amit,Online
ORD00169,08-03-2025,West,Cabinet,Furniture,10,29084,290840,28069,Arjun,Offline
ORD00170,14-06-2025,East,Phone,Electronics,1,14496,14496,2467,Amit,Online
ORD00171,26-02-2025,North,Printer,Electronics,12,27100,325200,66407,Neha,Offline
ORD00172,22-03-2025,South,Marker,Stationery,11,36110,397210,48103,Neha,Offline
ORD00173,05-11-2025,West,Tablet,Electronics,8,19730,157840,28254,Riya,Online
ORD00174,18-10-2025,South,Pen,Stationery,13,44563,579319,111006,Simran,Online
ORD00175,07-03-2025,North,Laptop,Electronics,15,53169,797535,86942,Amit,Online
ORD00176,13-10-2025,North,Desk,Furniture,3,45013,135039,17838,Neha,Offline
ORD00177,14-09-2025,West,Desk,Furniture,12,37892,454704,96073,Riya,Online
ORD00178,28-05-2025,West,Pen,Stationery,5,13364,66820,12615,Arjun,Offline
ORD00179,26-02-2025,West,Desk,Furniture,14,11399,159586,31415,Riya,Online
ORD00180,11-04-2025,South,Chair,Furniture,8,19127,153016,18098,Arjun,Online
ORD00181,25-01-2025,South,Tablet,Electronics,13,46958,610454,114053,Neha,Online
ORD00182,18-04-2025,North,Cabinet,Furniture,8,19471,155768,22669,Amit,Online
ORD00183,03-03-2025,West,Cabinet,Furniture,9,53486,481374,72107,Arjun,Online
ORD00184,06-01-2025,East,Desk,Furniture,12,59291,711492,114859,Arjun,Offline
ORD00185,08-06-2025,East,Phone,Electronics,14,22968,321552,54376,Riya,Online
ORD00186,22-01-2025,North,Notebook,Stationery,1,61983,61983,11072,Neha,Online
ORD00187,08-06-2025,East,Tablet,Electronics,9,69254,623286,54070,Riya,Offline
ORD00188,04-03-2025,South,Laptop,Electronics,8,7870,62960,12166,Karan,Online
ORD00189,07-10-2025,East,Tablet,Electronics,10,60806,608060,111680,Arjun,Offline
ORD00190,01-09-2025,South,Marker,Stationery,2,16375,32750,4311,Arjun,Offline
ORD00191,30-11-2025,South,Cabinet,Furniture,2,64253,128506,10833,Neha,Offline
ORD00192,20-09-2025,North,Tablet,Electronics,7,15838,110866,21213,Simran,Online
ORD00193,29-04-2025,North,Chair,Furniture,1,62954,62954,11302,Simran,Online
ORD00194,01-12-2025,East,Desk,Furniture,5,52142,260710,24852,Simran,Online
ORD00195,28-12-2025,North,Phone,Electronics,2,31792,63584,5147,Neha,Offline
ORD00196,15-09-2025,West,Notebook,Stationery,4,48139,192556,22833,Simran,Offline
ORD00197,18-04-2025,North,Phone,Electronics,7,63619,445333,39261,Karan,Offline
ORD00198,25-09-2025,North,Printer,Electronics,12,31755,381060,62438,Neha,Offline
ORD00199,25-09-2025,West,Cabinet,Furniture,1,35418,35418,3379,Karan,Online
ORD00200,09-07-2025,North,Chair,Furniture,8,62045,496360,93176,Arjun,Offline
ORD00201,20-02-2025,West,Desk,Furniture,14,61521,861294,86772,Simran,Offline
ORD00202,17-01-2025,West,Notebook,Stationery,11,20383,224213,45211,Amit,Offline
ORD00203,06-02-2025,North,Phone,Electronics,15,32926,493890,76593,Amit,Online
ORD00204,07-03-2025,South,Chair,Furniture,13,224,2912,540,Simran,Online
ORD00205,21-08-2025,West,Phone,Electronics,14,38406,537684,86749,Karan,Offline
ORD00206,08-08-2025,East,Cabinet,Furniture,3,31105,93315,18176,Karan,Offline
ORD00207,10-02-2025,East,Chair,Furniture,4,16705,66820,6883,Riya,Online
ORD00208,08-04-2025,East,Cabinet,Furniture,14,16846,235844,23792,Neha,Online
ORD00209,29-05-2025,South,Marker,Stationery,3,52501,157503,24159,Simran,Offline
ORD00210,21-07-2025,South,Desk,Furniture,14,61050,854700,68647,Karan,Offline
ORD00211,19-04-2025,East,Marker,Stationery,11,57954,637494,56842,Arjun,Offline
ORD00212,15-05-2025,North,Tablet,Electronics,12,37068,444816,97150,Neha,Online
ORD00213,07-01-2025,North,Tablet,Electronics,8,27007,216056,25699,Riya,Online
ORD00214,11-08-2025,North,Pen,Stationery,8,39957,319656,68065,Neha,Online
ORD00215,08-04-2025,West,Printer,Electronics,5,43251,216255,36802,Neha,Online
ORD00216,02-08-2025,West,Cabinet,Furniture,2,51020,102040,9199,Neha,Offline
ORD00217,09-07-2025,East,Notebook,Stationery,14,55865,782110,74848,Arjun,Online
ORD00218,26-02-2025,North,Marker,Stationery,15,65190,977850,175405,Simran,Online
ORD00219,08-07-2025,South,Pen,Stationery,13,33989,441857,47939,Amit,Offline
ORD00220,30-04-2025,South,Notebook,Stationery,8,26549,212392,35392,Amit,Offline
ORD00221,07-01-2025,West,Phone,Electronics,8,42911,343288,59373,Simran,Offline
ORD00222,08-05-2025,South,Phone,Electronics,12,28959,347508,31228,Amit,Offline
ORD00223,11-10-2025,North,Pen,Stationery,9,68305,614745,76649,Neha,Online
ORD00224,02-11-2025,West,Chair,Furniture,4,49170,196680,29772,Karan,Offline
ORD00225,19-06-2025,East,Notebook,Stationery,15,1271,19065,3564,Riya,Offline
ORD00226,08-06-2025,South,Phone,Electronics,2,20486,40972,8698,Arjun,Online
ORD00227,05-03-2025,West,Desk,Furniture,4,16069,64276,9250,Karan,Offline
ORD00228,26-06-2025,South,Tablet,Electronics,3,24262,72786,11637,Neha,Offline
ORD00229,25-11-2025,North,Chair,Furniture,1,13810,13810,2694,Simran,Offline
ORD00230,31-05-2025,West,Tablet,Electronics,12,42297,507564,97236,Riya,Online
ORD00231,02-01-2025,West,Chair,Furniture,1,54185,54185,11010,Amit,Offline
ORD00232,18-05-2025,West,Phone,Electronics,5,69180,345900,56185,Riya,Online
ORD00233,18-07-2025,East,Cabinet,Furniture,3,37629,112887,15655,Neha,Offline
ORD00234,28-04-2025,East,Tablet,Electronics,8,64760,518080,103476,Neha,Online
ORD00235,04-08-2025,South,Printer,Electronics,15,22890,343350,59060,Amit,Offline
ORD00236,30-05-2025,South,Notebook,Stationery,1,69471,69471,11776,Karan,Online
ORD00237,25-08-2025,West,Printer,Electronics,2,25980,51960,11349,Arjun,Online
ORD00238,25-02-2025,South,Notebook,Stationery,3,27791,83373,7020,Arjun,Offline
ORD00239,10-02-2025,South,Printer,Electronics,11,55517,610687,61504,Amit,Offline
ORD00240,04-11-2025,South,Chair,Furniture,15,11817,177255,35164,Riya,Online
ORD00241,14-11-2025,West,Pen,Stationery,2,25041,50082,6350,Riya,Offline
ORD00242,28-04-2025,West,Chair,Furniture,4,26229,104916,12289,Neha,Offline
ORD00243,13-11-2025,East,Tablet,Electronics,1,57153,57153,10203,Amit,Offline
ORD00244,05-05-2025,East,Laptop,Electronics,6,32529,195174,31851,Amit,Offline
ORD00245,28-08-2025,North,Cabinet,Furniture,2,44525,89050,18222,Neha,Offline
ORD00246,07-10-2025,East,Printer,Electronics,3,54138,162414,35503,Simran,Online
ORD00247,21-06-2025,South,Printer,Electronics,9,1140,10260,840,Neha,Online
ORD00248,20-06-2025,South,Phone,Electronics,13,12202,158626,22230,Amit,Offline
ORD00249,04-11-2025,North,Laptop,Electronics,9,7387,66483,11223,Amit,Offline
ORD00250,08-02-2025,South,Pen,Stationery,3,33559,100677,13239,Karan,Online
ORD00251,01-11-2025,East,Desk,Furniture,15,53123,796845,123579,Amit,Offline
ORD00252,25-06-2025,West,Chair,Furniture,10,48733,487330,61362,Arjun,Offline
ORD00253,11-06-2025,East,Cabinet,Furniture,6,57046,342276,34056,Amit,Online
ORD00254,13-01-2025,East,Printer,Electronics,12,39190,470280,100578,Amit,Offline
ORD00255,19-05-2025,North,Phone,Electronics,7,21747,152229,16371,Neha,Offline
ORD00256,16-05-2025,East,Desk,Furniture,10,9052,90520,9131,Neha,Online
ORD00257,24-06-2025,West,Tablet,Electronics,9,16339,147051,24513,Arjun,Offline
ORD00258,04-01-2025,East,Marker,Stationery,2,49436,98872,12187,Neha,Online
ORD00259,29-01-2025,East,Desk,Furniture,5,2848,14240,2020,Amit,Online
ORD00260,17-07-2025,North,Chair,Furniture,4,9668,38672,4571,Neha,Online
ORD00261,04-09-2025,East,Pen,Stationery,8,47623,380984,46051,Simran,Offline
ORD00262,23-04-2025,North,Desk,Furniture,12,4881,58572,10735,Neha,Online
ORD00263,27-09-2025,South,Pen,Stationery,14,6126,85764,9119,Arjun,Online
ORD00264,04-03-2025,South,Desk,Furniture,2,832,1664,208,Riya,Offline
ORD00265,10-02-2025,North,Notebook,Stationery,13,10388,135044,22942,Riya,Online
ORD00266,25-01-2025,East,Marker,Stationery,1,68978,68978,11463,Simran,Offline
ORD00267,09-11-2025,South,Phone,Electronics,12,64947,779364,163543,Neha,Offline
ORD00268,19-05-2025,South,Phone,Electronics,7,49625,347375,27952,Neha,Online
ORD00269,22-12-2025,North,Chair,Furniture,9,26296,236664,20655,Simran,Offline
ORD00270,25-08-2025,North,Pen,Stationery,12,11735,140820,15526,Arjun,Online
ORD00271,15-11-2025,East,Tablet,Electronics,8,9670,77360,11506,Simran,Offline
ORD00272,02-05-2025,East,Printer,Electronics,15,57402,861030,156710,Riya,Offline
ORD00273,20-08-2025,West,Printer,Electronics,10,29649,296490,42709,Arjun,Offline
ORD00274,30-12-2025,East,Phone,Electronics,3,60559,181677,28117,Amit,Online
ORD00275,13-11-2025,West,Tablet,Electronics,1,58011,58011,7641,Simran,Offline
ORD00276,09-02-2025,East,Printer,Electronics,2,33174,66348,11989,Simran,Offline
ORD00277,02-04-2025,South,Marker,Stationery,9,2950,26550,4085,Amit,Online
ORD00278,27-10-2025,South,Phone,Electronics,8,26060,208480,21266,Riya,Online
ORD00279,18-05-2025,North,Chair,Furniture,11,19462,214082,22087,Amit,Offline
ORD00280,19-11-2025,South,Cabinet,Furniture,4,20736,82944,9504,Amit,Online
ORD00281,03-12-2025,South,Pen,Stationery,5,5468,27340,3256,Neha,Offline
ORD00282,23-07-2025,South,Pen,Stationery,1,27522,27522,4459,Arjun,Online
ORD00283,04-08-2025,South,Cabinet,Furniture,8,11295,90360,10392,Riya,Offline
ORD00284,16-01-2025,South,Laptop,Electronics,11,2452,26972,4941,Amit,Online
ORD00285,24-01-2025,East,Chair,Furniture,5,17331,86655,14933,Amit,Offline
ORD00286,17-11-2025,South,Cabinet,Furniture,14,34350,480900,38559,Amit,Offline
ORD00287,02-02-2025,South,Chair,Furniture,9,20930,188370,40570,Amit,Online
ORD00288,30-11-2025,East,Notebook,Stationery,13,26101,339313,38917,Arjun,Online
ORD00289,22-11-2025,West,Pen,Stationery,13,6234,81042,8825,Riya,Online
ORD00290,02-01-2025,West,Phone,Electronics,2,43547,87094,13942,Karan,Offline
ORD00291,17-02-2025,East,Cabinet,Furniture,4,10850,43400,5100,Simran,Online
ORD00292,22-10-2025,South,Tablet,Electronics,5,28416,142080,26189,Riya,Online
ORD00293,25-05-2025,West,Notebook,Stationery,14,24718,346052,73777,Arjun,Online
ORD00294,14-08-2025,North,Pen,Stationery,13,5117,66521,12016,Riya,Offline
ORD00295,13-11-2025,East,Marker,Stationery,12,44943,539316,74593,Amit,Online
ORD00296,19-05-2025,North,Printer,Electronics,4,3068,12272,1992,Riya,Offline
ORD00297,04-02-2025,North,Chair,Furniture,5,34241,171205,23593,Simran,Online
ORD00298,19-12-2025,West,Tablet,Electronics,13,52682,684866,132970,Riya,Online
ORD00299,05-04-2025,North,Printer,Electronics,12,33089,397068,55085,Amit,Online
ORD00300,30-04-2025,South,Chair,Furniture,11,12018,132198,18687,Karan,Offline
ORD00301,10-02-2025,East,Printer,Electronics,12,47119,565428,77593,Arjun,Online
ORD00302,08-10-2025,South,Notebook,Stationery,2,56045,112090,16086,Neha,Online
ORD00303,31-08-2025,West,Laptop,Electronics,13,27914,362882,34665,Neha,Offline
ORD00304,19-10-2025,South,Printer,Electronics,8,27803,222424,19251,Simran,Offline
ORD00305,04-03-2025,North,Laptop,Electronics,13,38201,496613,68780,Riya,Online
ORD00306,10-02-2025,East,Desk,Furniture,15,60792,911880,174561,Neha,Offline
ORD00307,27-02-2025,South,Notebook,Stationery,14,56705,793870,109589,Amit,Offline
ORD00308,05-06-2025,North,Laptop,Electronics,3,18498,55494,7548,Amit,Online
ORD00309,27-10-2025,South,Desk,Furniture,11,9567,105237,9022,Simran,Offline
ORD00310,06-05-2025,South,Marker,Stationery,12,19073,228876,30624,Neha,Offline
ORD00311,17-06-2025,South,Chair,Furniture,1,30817,30817,5109,Arjun,Online
ORD00312,27-07-2025,East,Chair,Furniture,12,45475,545700,117125,Simran,Online
ORD00313,21-07-2025,North,Marker,Stationery,13,25430,330590,71992,Arjun,Online
ORD00314,12-11-2025,South,Pen,Stationery,4,1953,7812,1468,Riya,Online
ORD00315,03-09-2025,North,Marker,Stationery,4,68200,272800,22206,Amit,Online
ORD00316,15-09-2025,East,Pen,Stationery,13,25175,327275,37005,Neha,Online
ORD00317,29-01-2025,South,Chair,Furniture,3,60880,182640,20459,Neha,Offline
ORD00318,06-10-2025,North,Marker,Stationery,15,58639,879585,90725,Riya,Online
ORD00319,12-03-2025,West,Pen,Stationery,8,65922,527376,88222,Karan,Online
ORD00320,04-12-2025,West,Cabinet,Furniture,4,61525,246100,36997,Arjun,Online
ORD00321,18-09-2025,South,Phone,Electronics,11,30831,339141,58570,Neha,Online
ORD00322,27-10-2025,East,Cabinet,Furniture,10,63348,633480,62414,Riya,Online
